# File Name: 3_AA_0915-0947.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2021-10-13 10:49:19 AM UTC
# Run End Date/Time: 2021-10-13 11:50:00 AM UTC
# Run Duration: 60 minutes 41 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-10-13 10:54:52 AM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported By: guest
# Exported On: 2021-10-13 11:00:11 AM UTC
"Well","Well Position","Cycle Number","FAM","ROX"
"13","B1","10","107585.56","140690.84"
"13","B1","11","106981.0","140725.38"
"13","B1","12","107212.09","140730.92"
"13","B1","13","108923.62","141057.45"
"13","B1","14","108930.69","141016.44"
"13","B1","15","108670.67","140984.12"
"13","B1","16","108516.08","141115.62"
"13","B1","17","108259.68","140969.14"
"13","B1","18","107769.97","140820.08"
"13","B1","19","107658.37","140818.95"
"13","B1","20","107999.414","140784.4"
"13","B1","21","108024.695","140698.0"
"13","B1","22","108237.24","140796.86"
"13","B1","23","108593.52","140831.61"
"13","B1","24","108823.61","140660.22"
"13","B1","25","108713.69","140342.11"
"13","B1","26","108420.555","140223.3"
"13","B1","27","107685.45","140456.47"
"13","B1","28","107356.74","140814.75"
"13","B1","29","107066.32","140719.77"
"13","B1","30","107170.17","140406.14"
"13","B1","31","108023.21","140299.44"
"13","B1","32","107805.98","140388.27"
"13","B1","33","107720.26","139974.19"
"13","B1","34","108141.234","139916.77"
"13","B1","35","107971.46","140337.58"
"13","B1","36","107534.836","140050.81"
"13","B1","37","106859.61","139832.31"
"13","B1","38","106763.89","139738.81"
"13","B1","39","107466.57","139749.44"
"13","B1","40","108607.31","139738.36"
"14","B2","1","88713.41","133916.98"
"14","B2","2","88641.37","134213.05"
"14","B2","3","88927.93","134694.12"
"14","B2","4","90210.22","134751.11"
"14","B2","5","90430.94","134930.73"
"14","B2","6","90469.92","134992.47"
"14","B2","7","90565.23","135364.55"
"14","B2","8","90493.61","135398.56"
"14","B2","9","90562.23","135513.28"
"14","B2","10","90971.55","135390.95"
"14","B2","11","91346.47","135369.67"
"14","B2","12","91461.01","135902.48"
"14","B2","13","91412.13","136310.31"
"14","B2","14","91345.61","136552.36"
"14","B2","15","91593.51","136432.62"
"14","B2","16","91570.664","136245.0"
"14","B2","17","91624.88","136085.16"
"14","B2","18","91641.95","136054.42"
"14","B2","19","91911.46","135943.67"
"14","B2","20","91112.516","135712.94"
"14","B2","21","90973.8","135603.19"
"14","B2","22","91822.72","135869.88"
"14","B2","23","92160.234","136168.81"
"14","B2","24","92056.43","136067.36"
"14","B2","25","91965.4","135937.34"
"14","B2","26","91484.15","136039.92"
"14","B2","27","90926.71","136104.08"
"14","B2","28","90870.59","136243.14"
"14","B2","29","91445.0","135986.75"
"14","B2","30","91210.234","135817.17"
"14","B2","31","91090.34","135872.95"
"14","B2","32","91438.67","135774.16"
"14","B2","33","91524.125","135560.42"
"14","B2","34","91925.195","135373.42"
"14","B2","35","91756.836","135197.31"
"14","B2","36","91556.67","135113.19"
"14","B2","37","91487.016","135295.78"
"14","B2","38","91201.24","135323.16"
"14","B2","39","91140.45","135253.86"
"14","B2","40","91664.164","135394.05"
"15","B3","1","88460.79","128286.41"
"15","B3","2","88561.99","128620.3"
"15","B3","3","89179.914","129483.06"
"15","B3","4","89666.56","129741.766"
"15","B3","5","89422.805","130055.19"
"15","B3","6","89181.38","130334.46"
"15","B3","7","89271.4","130617.164"
"15","B3","8","90030.15","130839.44"
"15","B3","9","90171.164","131101.02"
"15","B3","10","90414.96","131167.52"
"15","B3","11","90779.07","130970.91"
"15","B3","12","91235.99","130859.06"
"15","B3","13","91356.516","131143.69"
"15","B3","14","91905.05","131223.88"
"15","B3","15","91872.695","131111.19"
"15","B3","16","91692.71","131218.77"
"15","B3","17","91552.87","131377.67"
"15","B3","18","91651.86","131504.19"
"15","B3","19","91910.01","131461.62"
"15","B3","20","91893.92","131380.83"
"15","B3","21","92105.95","131203.03"
"15","B3","22","92006.54","131097.31"
"15","B3","23","91890.51","131031.17"
"15","B3","24","91678.03","130861.18"
"15","B3","25","91411.75","130753.96"
"15","B3","26","91352.35","130957.445"
"15","B3","27","91865.17","130854.67"
"15","B3","28","92020.195","130788.305"
"15","B3","29","91880.69","130984.23"
"15","B3","30","91819.74","130843.05"
"15","B3","31","91760.2","130546.54"
